XPOS	person	number	tense	mood	voice	gender	case	degree
verb	2	PL	PF	SUBJ	ACT	_	_	_
verb	2	PL	PF	SUBJ	MID	_	_	_
verb	2	PL	PLUPF	IMP	ACT	_	_	_
verb	2	PL	PLUPF	IMP	MID	_	_	_
verb	2	PL	PLUPF	IND	ACT	_	_	_
verb	2	PL	PLUPF	IND	MID	_	_	_
verb	2	PL	PLUPF	SUBJ	ACT	_	_	_
verb	2	PL	PLUPF	SUBJ	MID	_	_	_
verb	2	PL	PRES	IMP	ACT	_	_	_
verb	2	PL	PRES	IMP	MID	_	_	_
verb	2	PL	PRES	IND	ACT	_	_	_
verb	2	PL	PRES	IND	MID	_	_	_
verb	2	PL	PRES	OPT	ACT	_	_	_
verb	2	PL	PRES	OPT	MID	_	_	_
verb	2	PL	PRES	SUBJ	ACT	_	_	_
verb	2	PL	PRES	SUBJ	MID	_	_	_
verb	2	DUAL	AOR	IMP	ACT	_	_	_
verb	2	DUAL	AOR	IMP	MID	_	_	_
verb	2	DUAL	AOR	IMP	PASS	_	_	_
verb	2	DUAL	AOR	IND	ACT	_	_	_
verb	2	DUAL	AOR	IND	MID	_	_	_
verb	2	DUAL	AOR	IND	PASS	_	_	_
verb	2	DUAL	AOR	OPT	ACT	_	_	_
verb	2	DUAL	AOR	OPT	MID	_	_	_
verb	2	DUAL	AOR	OPT	PASS	_	_	_
verb	2	DUAL	AOR	SUBJ	ACT	_	_	_
verb	2	DUAL	AOR	SUBJ	MID	_	_	_
verb	2	DUAL	AOR	SUBJ	PASS	_	_	_
verb	2	DUAL	FUT	IND	ACT	_	_	_
verb	2	DUAL	FUT	IND	MID	_	_	_
verb	2	DUAL	FUT	IND	PASS	_	_	_
verb	2	DUAL	FUT	OPT	ACT	_	_	_
verb	2	DUAL	FUT	OPT	MID	_	_	_
verb	2	DUAL	FUT	OPT	PASS	_	_	_
verb	2	DUAL	FUTPF	IND	ACT	_	_	_
verb	2	DUAL	FUTPF	IND	MID	_	_	_
verb	2	DUAL	FUTPF	OPT	ACT	_	_	_
verb	2	DUAL	FUTPF	OPT	MID	_	_	_
verb	2	DUAL	IMPF	IND	ACT	_	_	_
verb	2	DUAL	IMPF	IND	MID	_	_	_
verb	2	DUAL	PF	IMP	ACT	_	_	_
verb	2	DUAL	PF	IMP	MID	_	_	_
verb	2	DUAL	PF	IND	ACT	_	_	_
verb	2	DUAL	PF	IND	MID	_	_	_
verb	2	DUAL	PF	OPT	ACT	_	_	_
verb	2	DUAL	PF	OPT	MID	_	_	_
verb	2	DUAL	PF	SUBJ	ACT	_	_	_
verb	2	DUAL	PF	SUBJ	MID	_	_	_
verb	2	DUAL	PLUPF	IMP	ACT	_	_	_
verb	2	DUAL	PLUPF	IMP	MID	_	_	_
verb	2	DUAL	PLUPF	IND	ACT	_	_	_
verb	2	DUAL	PLUPF	IND	MID	_	_	_
verb	2	DUAL	PLUPF	SUBJ	ACT	_	_	_
verb	2	DUAL	PLUPF	SUBJ	MID	_	_	_
verb	2	DUAL	PRES	IMP	ACT	_	_	_
verb	2	DUAL	PRES	IMP	MID	_	_	_
verb	2	DUAL	PRES	IND	ACT	_	_	_
verb	2	DUAL	PRES	IND	MID	_	_	_
verb	2	DUAL	PRES	OPT	ACT	_	_	_
verb	2	DUAL	PRES	OPT	MID	_	_	_
verb	2	DUAL	PRES	SUBJ	ACT	_	_	_
verb	2	DUAL	PRES	SUBJ	MID	_	_	_
verb	3	SG	AOR	IMP	ACT	_	_	_
verb	3	SG	AOR	IMP	MID	_	_	_
verb	3	SG	AOR	IMP	PASS	_	_	_
verb	3	SG	AOR	IND	ACT	_	_	_
verb	3	SG	AOR	IND	MID	_	_	_
verb	3	SG	AOR	IND	PASS	_	_	_
verb	3	SG	AOR	OPT	ACT	_	_	_
verb	3	SG	AOR	OPT	MID	_	_	_
verb	3	SG	AOR	OPT	PASS	_	_	_
verb	3	SG	AOR	SUBJ	ACT	_	_	_
verb	3	SG	AOR	SUBJ	MID	_	_	_
verb	3	SG	AOR	SUBJ	PASS	_	_	_
verb	3	SG	FUT	IND	ACT	_	_	_
verb	3	SG	FUT	IND	MID	_	_	_
verb	3	SG	FUT	IND	PASS	_	_	_
verb	3	SG	FUT	OPT	ACT	_	_	_
verb	3	SG	FUT	OPT	MID	_	_	_
verb	3	SG	FUT	OPT	PASS	_	_	_
verb	3	SG	FUTPF	IND	ACT	_	_	_
verb	3	SG	FUTPF	IND	MID	_	_	_
verb	3	SG	FUTPF	OPT	ACT	_	_	_
verb	3	SG	FUTPF	OPT	MID	_	_	_
verb	3	SG	IMPF	IND	ACT	_	_	_
verb	3	SG	IMPF	IND	MID	_	_	_
verb	3	SG	PF	IMP	ACT	_	_	_
verb	3	SG	PF	IMP	MID	_	_	_
verb	3	SG	PF	IND	ACT	_	_	_
verb	3	SG	PF	IND	MID	_	_	_
verb	3	SG	PF	OPT	ACT	_	_	_
verb	3	SG	PF	OPT	MID	_	_	_
verb	3	SG	PF	SUBJ	ACT	_	_	_
verb	3	SG	PF	SUBJ	MID	_	_	_
verb	3	SG	PLUPF	IMP	ACT	_	_	_
verb	3	SG	PLUPF	IMP	MID	_	_	_
verb	3	SG	PLUPF	IND	ACT	_	_	_
verb	3	SG	PLUPF	IND	MID	_	_	_
verb	3	SG	PLUPF	SUBJ	ACT	_	_	_
verb	3	SG	PLUPF	SUBJ	MID	_	_	_
verb	3	SG	PRES	IMP	ACT	_	_	_
verb	3	SG	PRES	IMP	MID	_	_	_
verb	3	SG	PRES	IND	ACT	_	_	_
verb	3	SG	PRES	IND	MID	_	_	_
verb	3	SG	PRES	OPT	ACT	_	_	_
verb	3	SG	PRES	OPT	MID	_	_	_
verb	3	SG	PRES	SUBJ	ACT	_	_	_
verb	3	SG	PRES	SUBJ	MID	_	_	_
verb	3	PL	AOR	IMP	ACT	_	_	_
verb	3	PL	AOR	IMP	MID	_	_	_
verb	3	PL	AOR	IMP	PASS	_	_	_
verb	3	PL	AOR	IND	ACT	_	_	_
verb	3	PL	AOR	IND	MID	_	_	_
verb	3	PL	AOR	IND	PASS	_	_	_
verb	3	PL	AOR	OPT	ACT	_	_	_
verb	3	PL	AOR	OPT	MID	_	_	_
verb	3	PL	AOR	OPT	PASS	_	_	_
verb	3	PL	AOR	SUBJ	ACT	_	_	_
verb	3	PL	AOR	SUBJ	MID	_	_	_
verb	3	PL	AOR	SUBJ	PASS	_	_	_
verb	3	PL	FUT	IND	ACT	_	_	_
verb	3	PL	FUT	IND	MID	_	_	_
verb	3	PL	FUT	IND	PASS	_	_	_
verb	3	PL	FUT	OPT	ACT	_	_	_
verb	3	PL	FUT	OPT	MID	_	_	_
verb	3	PL	FUT	OPT	PASS	_	_	_
verb	3	PL	FUTPF	IND	ACT	_	_	_
verb	3	PL	FUTPF	IND	MID	_	_	_
verb	3	PL	FUTPF	OPT	ACT	_	_	_
verb	3	PL	FUTPF	OPT	MID	_	_	_
verb	3	PL	IMPF	IND	ACT	_	_	_
verb	3	PL	IMPF	IND	MID	_	_	_
verb	3	PL	PF	IMP	ACT	_	_	_
verb	3	PL	PF	IMP	MID	_	_	_
verb	3	PL	PF	IND	ACT	_	_	_
verb	3	PL	PF	IND	MID	_	_	_
verb	3	PL	PF	OPT	ACT	_	_	_
verb	3	PL	PF	OPT	MID	_	_	_
verb	3	PL	PF	SUBJ	ACT	_	_	_
verb	3	PL	PF	SUBJ	MID	_	_	_
verb	3	PL	PLUPF	IMP	ACT	_	_	_
verb	3	PL	PLUPF	IMP	MID	_	_	_
verb	3	PL	PLUPF	IND	ACT	_	_	_
verb	3	PL	PLUPF	IND	MID	_	_	_
verb	3	PL	PLUPF	SUBJ	ACT	_	_	_
verb	3	PL	PLUPF	SUBJ	MID	_	_	_
verb	3	PL	PRES	IMP	ACT	_	_	_
verb	3	PL	PRES	IMP	MID	_	_	_
verb	3	PL	PRES	IND	ACT	_	_	_
verb	3	PL	PRES	IND	MID	_	_	_
verb	3	PL	PRES	OPT	ACT	_	_	_
verb	3	PL	PRES	OPT	MID	_	_	_
verb	3	PL	PRES	SUBJ	ACT	_	_	_
verb	3	PL	PRES	SUBJ	MID	_	_	_
verb	3	DUAL	AOR	IMP	ACT	_	_	_
verb	3	DUAL	AOR	IMP	MID	_	_	_
verb	3	DUAL	AOR	IMP	PASS	_	_	_
verb	3	DUAL	AOR	IND	ACT	_	_	_
verb	3	DUAL	AOR	IND	MID	_	_	_
verb	3	DUAL	AOR	IND	PASS	_	_	_
verb	3	DUAL	AOR	OPT	ACT	_	_	_
verb	3	DUAL	AOR	OPT	MID	_	_	_
verb	3	DUAL	AOR	OPT	PASS	_	_	_
verb	3	DUAL	AOR	SUBJ	ACT	_	_	_
verb	3	DUAL	AOR	SUBJ	MID	_	_	_
verb	3	DUAL	AOR	SUBJ	PASS	_	_	_
verb	3	DUAL	FUT	IND	ACT	_	_	_
verb	3	DUAL	FUT	IND	MID	_	_	_
verb	3	DUAL	FUT	IND	PASS	_	_	_
verb	3	DUAL	FUT	OPT	ACT	_	_	_
verb	3	DUAL	FUT	OPT	MID	_	_	_
verb	3	DUAL	FUT	OPT	PASS	_	_	_
verb	3	DUAL	FUTPF	IND	ACT	_	_	_
verb	3	DUAL	FUTPF	IND	MID	_	_	_
verb	3	DUAL	FUTPF	OPT	ACT	_	_	_
verb	3	DUAL	FUTPF	OPT	MID	_	_	_
verb	3	DUAL	IMPF	IND	ACT	_	_	_
verb	3	DUAL	IMPF	IND	MID	_	_	_
verb	3	DUAL	PF	IMP	ACT	_	_	_
verb	3	DUAL	PF	IMP	MID	_	_	_
verb	3	DUAL	PF	IND	ACT	_	_	_
verb	3	DUAL	PF	IND	MID	_	_	_
verb	3	DUAL	PF	OPT	ACT	_	_	_
verb	3	DUAL	PF	OPT	MID	_	_	_
verb	3	DUAL	PF	SUBJ	ACT	_	_	_
verb	3	DUAL	PF	SUBJ	MID	_	_	_
verb	3	DUAL	PLUPF	IMP	ACT	_	_	_
verb	3	DUAL	PLUPF	IMP	MID	_	_	_
verb	3	DUAL	PLUPF	IND	ACT	_	_	_
verb	3	DUAL	PLUPF	IND	MID	_	_	_
verb	3	DUAL	PLUPF	SUBJ	ACT	_	_	_
verb	3	DUAL	PLUPF	SUBJ	MID	_	_	_
verb	3	DUAL	PRES	IMP	ACT	_	_	_
verb	3	DUAL	PRES	IMP	MID	_	_	_
verb	3	DUAL	PRES	IND	ACT	_	_	_
verb	3	DUAL	PRES	IND	MID	_	_	_
verb	3	DUAL	PRES	OPT	ACT	_	_	_
verb	3	DUAL	PRES	OPT	MID	_	_	_
verb	3	DUAL	PRES	SUBJ	ACT	_	_	_
verb	3	DUAL	PRES	SUBJ	MID	_	_	_
indefinite	_	SG	_	_	_	COMM	ACC	_
indefinite	_	SG	_	_	_	COMM	DAT	_
indefinite	_	SG	_	_	_	COMM	GEN	_
indefinite	_	SG	_	_	_	COMM	NOM	_
indefinite	_	SG	_	_	_	COMM	VOC	_
indefinite	_	SG	_	_	_	FEM	ACC	_
indefinite	_	SG	_	_	_	FEM	DAT	_
indefinite	_	SG	_	_	_	FEM	GEN	_
indefinite	_	SG	_	_	_	FEM	NOM	_
indefinite	_	SG	_	_	_	FEM	VOC	_
indefinite	_	SG	_	_	_	MASC	ACC	_
indefinite	_	SG	_	_	_	MASC	DAT	_
indefinite	_	SG	_	_	_	MASC	GEN	_
indefinite	_	SG	_	_	_	MASC	NOM	_
indefinite	_	SG	_	_	_	MASC	VOC	_
indefinite	_	SG	_	_	_	NEUT	ACC	_
indefinite	_	SG	_	_	_	NEUT	DAT	_
indefinite	_	SG	_	_	_	NEUT	GEN	_
indefinite	_	SG	_	_	_	NEUT	NOM	_
indefinite	_	SG	_	_	_	NEUT	VOC	_
indefinite	_	PL	_	_	_	COMM	ACC	_
indefinite	_	PL	_	_	_	COMM	DAT	_
indefinite	_	PL	_	_	_	COMM	GEN	_
indefinite	_	PL	_	_	_	COMM	NOM	_
indefinite	_	PL	_	_	_	COMM	VOC	_
indefinite	_	PL	_	_	_	FEM	ACC	_
indefinite	_	PL	_	_	_	FEM	DAT	_
indefinite	_	PL	_	_	_	FEM	GEN	_
indefinite	_	PL	_	_	_	FEM	NOM	_
indefinite	_	PL	_	_	_	FEM	VOC	_
indefinite	_	PL	_	_	_	MASC	ACC	_
indefinite	_	PL	_	_	_	MASC	DAT	_
indefinite	_	PL	_	_	_	MASC	GEN	_
indefinite	_	PL	_	_	_	MASC	NOM	_
indefinite	_	PL	_	_	_	MASC	VOC	_
indefinite	_	PL	_	_	_	NEUT	ACC	_
indefinite	_	PL	_	_	_	NEUT	DAT	_
indefinite	_	PL	_	_	_	NEUT	GEN	_
indefinite	_	PL	_	_	_	NEUT	NOM	_
indefinite	_	PL	_	_	_	NEUT	VOC	_
indefinite	_	DUAL	_	_	_	COMM	ACC	_
indefinite	_	DUAL	_	_	_	COMM	DAT	_
indefinite	_	DUAL	_	_	_	COMM	GEN	_
indefinite	_	DUAL	_	_	_	COMM	NOM	_
indefinite	_	DUAL	_	_	_	COMM	VOC	_
indefinite	_	DUAL	_	_	_	FEM	ACC	_
indefinite	_	DUAL	_	_	_	FEM	DAT	_
indefinite	_	DUAL	_	_	_	FEM	GEN	_
indefinite	_	DUAL	_	_	_	FEM	NOM	_
indefinite	_	DUAL	_	_	_	FEM	VOC	_
indefinite	_	DUAL	_	_	_	MASC	ACC	_
indefinite	_	DUAL	_	_	_	MASC	DAT	_
indefinite	_	DUAL	_	_	_	MASC	GEN	_
indefinite	_	DUAL	_	_	_	MASC	NOM	_
indefinite	_	DUAL	_	_	_	MASC	VOC	_
indefinite	_	DUAL	_	_	_	NEUT	ACC	_
indefinite	_	DUAL	_	_	_	NEUT	DAT	_
indefinite	_	DUAL	_	_	_	NEUT	GEN	_
indefinite	_	DUAL	_	_	_	NEUT	NOM	_
indefinite	_	DUAL	_	_	_	NEUT	VOC	_
infinitive	_	_	AOR	_	ACT	_	_	_
infinitive	_	_	AOR	_	MID	_	_	_
infinitive	_	_	AOR	_	PASS	_	_	_
infinitive	_	_	FUT	_	ACT	_	_	_
infinitive	_	_	FUT	_	MID	_	_	_
infinitive	_	_	FUT	_	PASS	_	_	_
infinitive	_	_	FUTPF	_	ACT	_	_	_
infinitive	_	_	FUTPF	_	MID	_	_	_
infinitive	_	_	PF	_	ACT	_	_	_
infinitive	_	_	PF	_	MID	_	_	_
infinitive	_	_	PRES	_	ACT	_	_	_
infinitive	_	_	PRES	_	MID	_	_	_
interjection	_	_	_	_	_	_	_	_
interrogative	_	SG	_	_	_	COMM	ACC	_
interrogative	_	SG	_	_	_	COMM	DAT	_
interrogative	_	SG	_	_	_	COMM	GEN	_
interrogative	_	SG	_	_	_	COMM	NOM	_
interrogative	_	SG	_	_	_	COMM	VOC	_
interrogative	_	SG	_	_	_	FEM	ACC	_
interrogative	_	SG	_	_	_	FEM	DAT	_
interrogative	_	SG	_	_	_	FEM	GEN	_
interrogative	_	SG	_	_	_	FEM	NOM	_
interrogative	_	SG	_	_	_	FEM	VOC	_
interrogative	_	SG	_	_	_	MASC	ACC	_
interrogative	_	SG	_	_	_	MASC	DAT	_
interrogative	_	SG	_	_	_	MASC	GEN	_
interrogative	_	SG	_	_	_	MASC	NOM	_
interrogative	_	SG	_	_	_	MASC	VOC	_
interrogative	_	SG	_	_	_	NEUT	ACC	_
interrogative	_	SG	_	_	_	NEUT	DAT	_
interrogative	_	SG	_	_	_	NEUT	GEN	_
interrogative	_	SG	_	_	_	NEUT	NOM	_
interrogative	_	SG	_	_	_	NEUT	VOC	_
interrogative	_	PL	_	_	_	COMM	ACC	_
interrogative	_	PL	_	_	_	COMM	DAT	_
interrogative	_	PL	_	_	_	COMM	GEN	_
interrogative	_	PL	_	_	_	COMM	NOM	_
interrogative	_	PL	_	_	_	COMM	VOC	_
interrogative	_	PL	_	_	_	FEM	ACC	_
interrogative	_	PL	_	_	_	FEM	DAT	_
interrogative	_	PL	_	_	_	FEM	GEN	_
interrogative	_	PL	_	_	_	FEM	NOM	_
interrogative	_	PL	_	_	_	FEM	VOC	_
interrogative	_	PL	_	_	_	MASC	ACC	_
interrogative	_	PL	_	_	_	MASC	DAT	_
interrogative	_	PL	_	_	_	MASC	GEN	_
interrogative	_	PL	_	_	_	MASC	NOM	_
interrogative	_	PL	_	_	_	MASC	VOC	_
interrogative	_	PL	_	_	_	NEUT	ACC	_
interrogative	_	PL	_	_	_	NEUT	DAT	_
interrogative	_	PL	_	_	_	NEUT	GEN	_
interrogative	_	PL	_	_	_	NEUT	NOM	_
interrogative	_	PL	_	_	_	NEUT	VOC	_
interrogative	_	DUAL	_	_	_	COMM	ACC	_
interrogative	_	DUAL	_	_	_	COMM	DAT	_
interrogative	_	DUAL	_	_	_	COMM	GEN	_
interrogative	_	DUAL	_	_	_	COMM	NOM	_
interrogative	_	DUAL	_	_	_	COMM	VOC	_
interrogative	_	DUAL	_	_	_	FEM	ACC	_
interrogative	_	DUAL	_	_	_	FEM	DAT	_
interrogative	_	DUAL	_	_	_	FEM	GEN	_
interrogative	_	DUAL	_	_	_	FEM	NOM	_
interrogative	_	DUAL	_	_	_	FEM	VOC	_
interrogative	_	DUAL	_	_	_	MASC	ACC	_
interrogative	_	DUAL	_	_	_	MASC	DAT	_
